Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Bedding size (product.metafields.shopify.bedding-size),Care instructions (product.metafields.shopify.care-instructions),Case transparency level (product.metafields.shopify.case-transparency-level),Case type (product.metafields.shopify.case-type),Cleaning instructions (product.metafields.shopify.cleaning-instructions),Color (product.metafields.shopify.color-pattern),Drinkware insulation (product.metafields.shopify.drinkware-insulation),Drinkware material (product.metafields.shopify.drinkware-material),Drinkware shape (product.metafields.shopify.drinkware-shape),Fabric (product.metafields.shopify.fabric),Frame style (product.metafields.shopify.frame-style),Handle type (product.metafields.shopify.handle-type),Ingress protection (IP) rating (product.metafields.shopify.ingress-protection-ip-rating),Jewelry material (product.metafields.shopify.jewelry-material),MagSafe compatibility (product.metafields.shopify.magsafe-compatibility),Material (product.metafields.shopify.material),Microwave compatibility (product.metafields.shopify.microwave-compatibility),Mobile phone case features (product.metafields.shopify.mobile-phone-case-features),Neckline (product.metafields.shopify.neckline),Printing method (product.metafields.shopify.printing-method),Shape (product.metafields.shopify.shape),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Warmth rating (product.metafields.shopify.warmth-rating),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
t-shirt-its-your-turn-to-hold-the-torch-retro-patriotic-graphic-tee,,,,,,,,,White,,,2XL,,,,,'16568343444567428231,99.7903214,shopify,deny,manual,30.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4553658096648842895_2048.jpg?v=1783482425,lb,,11.29,,,,
torch-graphic-t-shirt-its-your-turn-to-hold-the-torch-inspirational-tee,"Torch Graphic T-Shirt — ""It's Your Turn to Hold the Torch"" Inspirational Tee","A soft, breathable cotton tee printed with a bold torch emblem and the uplifting line “It’s your turn to hold the torch.” The design frames a stylized torch against a deep arch backdrop, evoking quiet resolve and steady light. Lightweight and smooth, this shirt settles comfortably against the skin and carries the message without shouting. Wear it when you want to show quiet leadership, solidarity, or to mark a milestone passed to the next person — subtle, earnest, and made to be lived in.<br><br>Product features<br>- 100% ring-spun cotton (lightweight 153 g/m²) for a soft, breathable feel<br>- Tubular knit (no side seams) for cleaner drape and reduced fabric waste<br>- Ribbed collar with shoulder tape for shape retention and durability<br>- DTG/DTF printed artwork with pearlized tear-away label for comfort<br>- OEKO-TEX® STANDARD 100 certified; meets safety and chemical compliance standards<br><br>Care instructions<br>- Do not dryclean<br>- Do not bleach<br>- Tumble dry: low heat<br>- Iron, steam or dry: low heat<br>- Machine wash: cold (max 30C or 90F), with similar colors <br><br><br><p><strong>EU representative</strong>: HONSON VENTURES LIMITED, gpsr@honsonventures.com, 3, Gnaftis House flat 102, Limassol, Mesa Geitonia, 4003, CY</p>
<p><strong>Product information</strong>: Gildan 64000, 2 year warranty in EU and Northern Ireland as per Directive 1999/44/EC</p>
<p><strong>Warnings, Hazard</strong>: For adults, Made in Bangladesh</p>
<p><strong>Care instructions</strong>: Machine wash: cold (max 30C or 90F), with similar colors , Do not bleach, Tumble dry: low heat, Iron, steam or dry: low heat, Do not dryclean</p>",Printify,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,T-Shirt,"casual cotton, ceremony wear, everyday shirt, gift for grads, inspirational tee, leadership tee, modern vintage, motivational top, positive message, softstyle tee, team shirt, torch t shirt, unisex graphic",true,Color,White,,Size,S,,,,,'58424683020844042533,99.7903214,shopify,deny,manual,28.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8585083400014431905_2048.jpg?v=1783482588,1,"",false,,,212,,,,,,,,,,,,age-group__adults,,,care-instructions__machine-washable; care-instructions__tumble-dry; care-instructions__ironing-instructions,,,,,,,,fabric__cotton; fabric__polyester,,,,,,,,,neckline__crew,,,sleeve-length-type__short,,top-length-type__medium,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8585083400014431905_2048.jpg?v=1783482588,lb,,9.88,true,,,active
torch-graphic-t-shirt-its-your-turn-to-hold-the-torch-inspirational-tee,,,,,,,,,White,,,M,,,,,'10851042080517119315,99.7903214,shopify,deny,manual,28.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13740599235838180312_2048.jpg?v=1783482590,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8585083400014431905_2048.jpg?v=1783482588,lb,,9.88,,,,
torch-graphic-t-shirt-its-your-turn-to-hold-the-torch-inspirational-tee,,,,,,,,,White,,,L,,,,,'15667355855061250093,99.7903214,shopify,deny,manual,28.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8381325254135330483_2048.jpg?v=1783482591,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8585083400014431905_2048.jpg?v=1783482588,lb,,9.88,,,,
torch-graphic-t-shirt-its-your-turn-to-hold-the-torch-inspirational-tee,,,,,,,,,White,,,XL,,,,,'22276233067602354070,99.7903214,shopify,deny,manual,28.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9576858844024646233_2048.jpg?v=1783482591,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8585083400014431905_2048.jpg?v=1783482588,lb,,9.88,,,,
torch-graphic-t-shirt-its-your-turn-to-hold-the-torch-inspirational-tee,,,,,,,,,White,,,2XL,,,,,'12578829198692566811,99.7903214,shopify,deny,manual,30.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8585083400014431905_2048.jpg?v=1783482588,lb,,11.29,,,,
tesla-portrait-t-shirt-nikola-tesla-lightning-science-graphic-tee,Tesla Portrait T-Shirt — Nikola Tesla Lightning Science Graphic Tee,"A lightweight, premium cotton tee that brings electric energy to everyday wear. The vivid, neon-tinged design centers on a dynamic Nikola Tesla illustration—lightning arcs, coils, and cosmic motifs blend into a colorful, retro-futuristic scene. Wear it to spark conversation at meetups, late-night maker sessions, or relaxed weekends. The classic crew cut and clean silhouette keep the focus on the artwork while feeling comfortably familiar on the body. Soft, breathable fabric layers easily under jackets or stands alone as a statement piece for anyone who loves science, vintage sci‑fi aesthetics, or bold graphic shirts.<br><br>Product features<br>- 100% ring-spun cotton (lightweight 153 g/m²) — soft, breathable everyday wear<br>- Tubular knit without side seams for a smooth, waste-reducing finish<br>- Durable, shape-retaining ribbed collar with shoulder tape to prevent stretching<br>- Vivid prints: DTG for main art, DTF available for sleeve/neck details<br>- OEKO-TEX® STANDARD 100 certified and ethically sourced US cotton<br><br>Care instructions<br>- Do not dryclean<br>- Do not bleach<br>- Tumble dry: low heat<br>- Iron, steam or dry: low heat<br>- Machine wash: cold (max 30C or 90F), with similar colors <br>",Printify,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,T-Shirt,"electric shirt, electric vibes, geek apparel, gifts for nerds, male tee, nerd tshirt, nikola tesla, retro scientist, sci fi tee, science lover, science tshirt, unisex tee, vintage scientist",true,Color,White,,Size,S,,,,,'15378781811065146077,99.7903214,shopify,deny,manual,28.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12664376762597708484_2048.jpg?v=1783483612,1,"",false,,,212,,,,,,,,,,,,age-group__adults,,,care-instructions__machine-washable; care-instructions__tumble-dry; care-instructions__ironing-instructions,,,,,,,,fabric__cotton; fabric__polyester,,,,,,,,,neckline__crew,,,sleeve-length-type__short,,top-length-type__medium,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12664376762597708484_2048.jpg?v=1783483612,lb,,10.10,true,,,active
tesla-portrait-t-shirt-nikola-tesla-lightning-science-graphic-tee,,,,,,,,,White,,,M,,,,,'12247498611563833906,99.7903214,shopify,deny,manual,28.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8524238954282117727_2048.jpg?v=1783483613,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12664376762597708484_2048.jpg?v=1783483612,lb,,10.10,,,,
tesla-portrait-t-shirt-nikola-tesla-lightning-science-graphic-tee,,,,,,,,,White,,,L,,,,,'32747996475719764282,99.7903214,shopify,deny,manual,28.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2195518113354570061_2048.jpg?v=1783483614,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12664376762597708484_2048.jpg?v=1783483612,lb,,10.10,,,,
tesla-portrait-t-shirt-nikola-tesla-lightning-science-graphic-tee,,,,,,,,,White,,,XL,,,,,'91504176347229132431,99.7903214,shopify,deny,manual,28.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16525081765964568324_2048.jpg?v=1783483614,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12664376762597708484_2048.jpg?v=1783483612,lb,,10.10,,,,
tesla-portrait-t-shirt-nikola-tesla-lightning-science-graphic-tee,,,,,,,,,White,,,2XL,,,,,'24931759676843801280,99.7903214,shopify,deny,manual,30.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12664376762597708484_2048.jpg?v=1783483612,lb,,11.54,,,,
tesla-portrait-t-shirt-nikola-tesla-lightning-science-graphic-tee,,,,,,,,,White,,,3XL,,,,,'30386697158965379051,99.7903214,shopify,deny,manual,32.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12664376762597708484_2048.jpg?v=1783483612,lb,,12.77,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,Nikola Tesla Cartoon 'Zap! Shock! Buzz!' Accent Coffee Mug (11/15oz),"Wake up with a spark. This ceramic mug holds your morning brew while telling a small, electric story — a chibi inventor mid-zap, hair flying and lightning bolts crackling. The colored interior and handle frame the illustration so the scene pops off the white glossy surface. It’s the kind of mug that nudges a sleepy desk into a brainstorm: warm coffee in hand, a silly jolt of energy in the other. Use it for early sketches, late-night coding sessions, or to brighten a cluttered shelf; it brings a playful, slightly chaotic curiosity to everyday routines and moments of creative messiness.<br><br>Product features<br>- Microwave-safe ceramic for reheating drinks or snacks<br>- Dishwasher-safe glossy finish for easy cleaning<br>- Available in 11oz and 15oz sizes with multiple interior/handle colors<br>- Vibrant, crisp print on white ceramic with colored interior and C-shaped handle<br>- Lead- and BPA-free<br><br>Care instructions<br>- Clean in dishwasher or wash by hand with warm water and dish soap<br>",Printify,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Mugs,Mug,"birthday coffee mug, bright interior mug, chibi scientist mug, coffee mug, cute scientist mug, desk companion mug, electricity mug, funny coffee mug, gadget lover mug, holiday gift mug, inventor themed mug, nerd coffee mug, novelty coffee mug, office desk mug, pop art coffee, quirky gift mug, science mug, teacher gift mug, tesla gift, whimsical mug gift",true,Size,11oz,,Color,Black,,,,,'43396562542074852286,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1899938276913285694_2048.jpg?v=1783484058,1,"",false,,,2169,,,,,,,,,,,,,,,,,,cleaning-instructions__dishwasher-safe,,drinkware-insulation__single-wall,drinkware-material__ceramic,drinkware-shape__round,,,handle-type__other,,,,,microwave-compatibility__microwave-safe,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1899938276913285694_2048.jpg?v=1783484058,lb,,6.25,true,,,active
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,11oz,,,Navy,,,,,'18049994110389980582,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7519975959858863063_2048.jpg?v=1783484061,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7519975959858863063_2048.jpg?v=1783484061,lb,,6.25,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,11oz,,,Pink,,,,,'22485420777117015166,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/296519406305165398_2048.jpg?v=1783484064,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/296519406305165398_2048.jpg?v=1783484064,lb,,6.25,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,11oz,,,Red,,,,,'23708634889107744766,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10636384605621959708_2048.jpg?v=1783484066,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10636384605621959708_2048.jpg?v=1783484066,lb,,6.25,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,11oz,,,Light Blue,,,,,'90128973812950606573,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1329398434180219296_2048.jpg?v=1783484069,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1329398434180219296_2048.jpg?v=1783484069,lb,,6.25,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,11oz,,,Orange,,,,,'14956283294489122893,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16780206464994903316_2048.jpg?v=1783484071,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16780206464994903316_2048.jpg?v=1783484071,lb,,6.25,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,11oz,,,Purple,,,,,'12222302107913953068,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/18135236039461996940_2048.jpg?v=1783484075,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5640648286141120169_2048.jpg?v=1783484080,lb,,6.25,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,11oz,,,Yellow,,,,,'20875640384375592973,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10498521881441158929_2048.jpg?v=1783484077,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/18135236039461996940_2048.jpg?v=1783484075,lb,,6.25,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,11oz,,,Light Green,,,,,'22937994482993250781,99.7903214,shopify,deny,manual,13.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5640648286141120169_2048.jpg?v=1783484080,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10498521881441158929_2048.jpg?v=1783484077,lb,,6.25,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7751371465811989114_2048.jpg?v=1783484082,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16497718326582195043_2048.jpg?v=1783484085,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4974697685828985516_2048.jpg?v=1783484088,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/993909726512019016_2048.jpg?v=1783484091,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17755551355457061701_2048.jpg?v=1783484094,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16893500563689956465_2048.jpg?v=1783484097,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17748855373063759145_2048.jpg?v=1783484100,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8305613251844346144_2048.jpg?v=1783484103,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13020289822690830999_2048.jpg?v=1783484107,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2296572298079846514_2048.jpg?v=1783484109,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6081045000350595012_2048.jpg?v=1783484112,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2785185221906217976_2048.jpg?v=1783484114,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13117321208060921682_2048.jpg?v=1783484118,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6200940185770655090_2048.jpg?v=1783484121,23,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16301320666856172253_2048.jpg?v=1783484124,24,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15352908378948963254_2048.jpg?v=1783484127,25,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9375610900190273446_2048.jpg?v=1783484130,26,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1811232177340556591_2048.jpg?v=1783484133,27,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6957534186722990698_2048.jpg?v=1783484136,28,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4614740674207177001_2048.jpg?v=1783484138,29,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11568544610998161474_2048.jpg?v=1783484141,30,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/14091185229061490889_2048.jpg?v=1783484144,31,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12831979478274777467_2048.jpg?v=1783484146,32,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/18223532507995430730_2048.jpg?v=1783484149,33,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16994177389361294206_2048.jpg?v=1783484152,34,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5495774057975370640_2048.jpg?v=1783484154,35,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikola-tesla-cartoon-zap-shock-buzz-accent-coffee-mug-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7301944550405539669_2048.jpg?v=1783484157,36,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
